uid,entity
2779579,中兴
2779579,中兴
2028782,分众
2028782,分众
2189553,中际
2189553,中际
2035273,日盛
2035273,日盛
2714518,东方
2714518,东方
2252046,上证
2252046,上证
2225332,丰田
2225332,丰田
2122993,福斯
2122993,福斯
2115826,易尚
2115826,易尚
2413142,现金
2413142,现金
2646746,西凤
2646746,西凤
2465058,乐视
2465058,乐视
2747361,新世
2747361,新世
2599196,阿郎
2599196,阿郎
2657007,同有
2657007,同有
2885947,恒大
2885947,恒大
2453139,业务
2453139,业务
2911637,焦作
2911637,焦作
2106901,杭州
2106901,杭州
2656152,景顺
2656152,景顺
2989759,以岭
2989759,以岭
2728250,费用
2728250,费用
2065927,中海
2065927,中海
2114100,国民
2114100,国民
3001018,生命
3001018,生命
2769091,沃尔
2769091,沃尔
2819251,棒杰
2819251,棒杰
2395187,TC
2395187,TC
2751182,朗科
2751182,朗科
2636470,*S
2636470,*S
2336396,中信
2336396,中信
2411900,科新
2411900,科新
2270735,川投
2270735,川投
2614365,神思
2614365,神思
2773210,保利
2773210,保利
2255246,广东
2255246,广东
2185364,华北
2185364,华北
2273665,申达
2273665,申达
2954626,龙星
2954626,龙星
2026296,联创
2026296,联创
2331308,汉博
2331308,汉博
2520569,海外
2520569,海外
2075829,特易
2075829,特易
2362360,多喜
2362360,多喜
2450406,酒鬼
2450406,酒鬼
2270636,盛天
2270636,盛天
2368078,高通
2368078,高通
2232678,远播
2232678,远播
2178056,巨轮
2178056,巨轮
2513352,高金
2513352,高金
2574051,元隆
2574051,元隆
2105256,安控
2105256,安控
2382618,柯利
2382618,柯利
2379915,*S
2379915,*S
2372683,青海
2372683,青海
2640079,坚瑞
2640079,坚瑞
2801581,龙江
2801581,龙江
2478285,锦龙
2478285,锦龙
2711128,*S
2711128,*S
2976775,本田
2976775,本田
2850381,索尼
2850381,索尼
2194905,ST
2194905,ST
2556049,塑化
2556049,塑化
2212878,华塑
2212878,华塑
2789347,大通
2789347,大通
2630613,锐奇
2630613,锐奇
2504159,*S
2504159,*S
2719729,碧水
2719729,碧水
2120393,华峰
2120393,华峰
2937398,汇丰
2937398,汇丰
2665192,史玉
2665192,史玉
2495547,计提
2495547,计提
2764968,剑桥
2764968,剑桥
2268470,雷迪
2268470,雷迪
2733801,水晶
2733801,水晶
2984580,科伦
2984580,科伦
2907832,超日
2907832,超日
2402670,民生
2402670,民生
2607937,莱茵
2607937,莱茵
2542839,苏泊
2542839,苏泊
2472438,日本
2472438,日本
2903717,万科
2903717,万科
2044682,超讯
2044682,超讯
2742345,万科
2742345,万科
2567594,宝美
2567594,宝美
2887088,微软
2887088,微软
2738097,上海
2738097,上海
2509767,4个
2509767,4个
2238031,深天
2238031,深天
2913461,拟摘
2913461,拟摘
2399070,国爱
2399070,国爱
2483831,深圳
2483831,深圳
2371477,卡特
2371477,卡特
2942794,出售
2942794,出售
2339511,浙江
2339511,浙江
2115710,聚划
2115710,聚划
2021645,三木
2021645,三木
2509476,天喻
2509476,天喻
2428791,科苑
2428791,科苑
2605370,通用
2605370,通用
2130443,兰州
2130443,兰州
2759296,机构
2759296,机构
2653668,三一
2653668,三一
2209125,航新
2209125,航新
2635751,武汉
2635751,武汉
2751218,汇丰
2751218,汇丰
2520490,特力
2520490,特力
2953090,诉9
2953090,诉9
2943091,西门
2943091,西门
2664160,隆平
2664160,隆平
2379727,贵人
2379727,贵人
2142190,贵州
2142190,贵州
2844548,龙源
2844548,龙源
2657985,天龙
2657985,天龙
2049730,国药
2049730,国药
2540897,中金
2540897,中金
2596492,三峡
2596492,三峡
2725883,法国
2725883,法国
2188461,新宁
2188461,新宁
2963853,新零
2963853,新零
2806086,九鼎
2806086,九鼎
2266700,鹏翎
2266700,鹏翎
2179178,广陆
2179178,广陆
2923117,山寨
2923117,山寨
2590412,中证
2590412,中证
2686777,蓝思
2686777,蓝思
2749727,美邦
2749727,美邦
2355580,航天
2355580,航天
2389890,常山
2389890,常山
2132480,深康
2132480,深康
2043406,金利
2043406,金利
2148481,万通
2148481,万通
2105972,津膜
2105972,津膜
2263086,今日
2263086,今日
2945205,中粮
2945205,中粮
2222812,昊华
2222812,昊华
2264032,易联
2264032,易联
2598667,恒久
2598667,恒久
2139526,海南
2139526,海南
2986114,龙星
2986114,龙星
2001512,上海
2001512,上海
2227963,扬子
2227963,扬子
2753613,报喜
2753613,报喜
2093518,星河
2093518,星河
2408021,沃尔
2408021,沃尔
2961644,联邦
2961644,联邦
2203696,上海
2203696,上海
2025583,海南
2025583,海南
2602197,厦门
2602197,厦门
2978245,丽鹏
2978245,丽鹏
2282760,贵人
2282760,贵人
2422270,劣质
2422270,劣质
2187015,巨力
2187015,巨力
2472695,假冒
2472695,假冒
2154570,安踏
2154570,安踏
2046159,瑞特
2046159,瑞特
2432857,Va
2432857,Va
2482297,秋林
2482297,秋林
2867435,铁岭
2867435,铁岭
2252477,子公
2252477,子公
2305053,青龙
2305053,青龙
2138823,今世
2138823,今世
2565160,博易
2565160,博易
2353167,联创
2353167,联创
2843790,中颖
2843790,中颖
2203094,海螺
2203094,海螺
2161051,梦洁
2161051,梦洁
2655460,中超
2655460,中超
2304851,锦江
2304851,锦江
2361527,生鲜
2361527,生鲜
2184575,比亚
2184575,比亚
2348227,奥林
2348227,奥林
2434934,文峰
2434934,文峰
2123435,宏源
2123435,宏源
2716112,雅芳
2716112,雅芳
2404643,西门
2404643,西门
2609842,三维
2609842,三维
2464528,硕贝
2464528,硕贝
2545420,华夏
2545420,华夏
2114590,兴化
2114590,兴化
2014133,老板
2014133,老板
2070340,万科
2070340,万科
2230319,云南
2230319,云南
2436505,新潮
2436505,新潮
2655620,强生
2655620,强生
2949917,希努
2949917,希努
2917803,#公
2917803,#公
2237908,商业
2237908,商业
2181780,传微
2181780,传微
2242041,广船
2242041,广船
2665314,海正
2665314,海正
2635269,锡成
2635269,锡成
2163064,东方
2163064,东方
2319310,太能
2319310,太能
2178345,央视
2178345,央视
2983662,梅轮
2983662,梅轮
2430343,华斯
2430343,华斯
2477849,超华
2477849,超华
2090162,贵人
2090162,贵人
2213824,中信
2213824,中信
2401010,宝硕
2401010,宝硕
2941956,黑牛
2941956,黑牛
2166849,天业
2166849,天业
2920308,甲骨
2920308,甲骨
2355213,天虹
2355213,天虹
2265353,涪陵
2265353,涪陵
2850097,专访
2850097,专访
2641556,华力
2641556,华力
2498372,诺普
2498372,诺普
2845465,申科
2845465,申科
2902029,ST
2902029,ST
2212647,威尔
2212647,威尔
2577090,华大
2577090,华大
2301242,宝莫
2301242,宝莫
2868673,百利
2868673,百利
2355191,女装
2355191,女装
2673431,智联
2673431,智联
2159725,金宇
2159725,金宇
2743931,爱康
2743931,爱康
2626330,金石
2626330,金石
2924966,中航
2924966,中航
2151716,康斯
2151716,康斯
2857676,雷曼
2857676,雷曼
2232633,华泰
2232633,华泰
2533890,友阿
2533890,友阿
2403105,百润
2403105,百润
2675472,资产
2675472,资产
2652202,同力
2652202,同力
2407871,山河
2407871,山河
2769759,*S
2769759,*S
2779624,亚星
2779624,亚星
2752040,福星
2752040,福星
2507183,*S
2507183,*S
2034212,道博
2034212,道博
2150879,弘森
2150879,弘森
2449379,南京
2449379,南京
2369720,成商
2369720,成商
2658465,长安
2658465,长安
2672174,太阳
2672174,太阳
2806615,雨润
2806615,雨润
2325739,松下
2325739,松下
2086540,(I
2086540,(I
2684448,独一
2684448,独一
2995023,美邦
2995023,美邦
2215795,六个
2215795,六个
2304093,东宝
2304093,东宝
2141222,S*
2141222,S*
2018089,苏宁
2018089,苏宁
2883305,荷兰
2883305,荷兰
2066657,*S
2066657,*S
2910677,宝钢
2910677,宝钢
2727481,小米
2727481,小米
2621453,延华
2621453,延华
2352812,双成
2352812,双成
2697240,传万
2697240,传万
2748829,飞亚
2748829,飞亚
2014058,人福
2014058,人福
2863689,鲁信
2863689,鲁信
2243117,金丹
2243117,金丹
2819570,SO
2819570,SO
2390559,东阿
2390559,东阿
2397215,招商
2397215,招商
2399289,光大
2399289,光大
2478288,*S
2478288,*S
2883455,东北
2883455,东北
2099408,广受
2099408,广受
2978412,华东
2978412,华东
2864474,深圳
2864474,深圳
2875376,长高
2875376,长高
2411471,鲁抗
2411471,鲁抗
2158857,英飞
2158857,英飞
2156805,维修
2156805,维修
2707944,华林
2707944,华林
2134922,证监
2134922,证监
2653059,人福
2653059,人福
2994709,雷迪
2994709,雷迪
2545831,传塞
2545831,传塞
2783171,朗科
2783171,朗科
2013584,乐视
2013584,乐视
2621011,金浦
2621011,金浦
2361154,中水
2361154,中水
2325460,去年
2325460,去年
2767719,苏州
2767719,苏州
2135843,*S
2135843,*S
2881123,奥维
2881123,奥维
2940746,亚太
2940746,亚太
2410496,重庆
2410496,重庆
2847605,潮宏
2847605,潮宏
2475752,华芯
2475752,华芯
2806094,中原
2806094,中原
2310841,BP
2310841,BP
2755998,工行
2755998,工行
2831000,法因
2831000,法因
2654123,机构
2654123,机构
2416608,星博
2416608,星博
2855523,赛托
2855523,赛托
2209360,凯迪
2209360,凯迪
2128178,十月
2128178,十月
2339190,西班
2339190,西班
2058531,华安
2058531,华安
2335448,全通
2335448,全通
2227927,凯宾
2227927,凯宾
2947747,市场
2947747,市场
2236344,受累
2236344,受累
2381735,铁建
2381735,铁建
2303040,难逃
2303040,难逃
2165049,众信
2165049,众信
2975896,纽威
2975896,纽威
2543289,雅芳
2543289,雅芳
2585260,京威
2585260,京威
2560844,Me
2560844,Me
2645149,摩通
2645149,摩通
2039044,南岭
2039044,南岭
2898199,中坚
2898199,中坚
2031098,山西
2031098,山西
2753410,*S
2753410,*S
2864099,品新
2864099,品新
2404758,银监
2404758,银监
2728609,龙星
2728609,龙星
2390034,国机
2390034,国机
2814010,红旗
2814010,红旗
2730021,机构
2730021,机构
2081694,光线
2081694,光线
2929403,华达
2929403,华达
2338606,天猫
2338606,天猫
2931910,博地
2931910,博地
2555319,阳泉
2555319,阳泉
2919731,大宗
2919731,大宗
2711349,龙星
2711349,龙星
2501505,赢鼎
2501505,赢鼎
2646008,汉高
2646008,汉高
2791608,因规
2791608,因规
2044235,*S
2044235,*S
2843540,中集
2843540,中集
2030790,塑化
2030790,塑化
2677127,劲嘉
2677127,劲嘉
2688875,枫盛
2688875,枫盛
2974008,贵州
2974008,贵州
2596648,荣泰
2596648,荣泰
2601466,8日
2601466,8日
2071711,二乘
2071711,二乘
2299050,创新
2299050,创新
2741891,上海
2741891,上海
2678971,环保
2678971,环保
2605862,格力
2605862,格力
2434569,微软
2434569,微软
2121868,从最
2121868,从最
2020055,号称
2020055,号称
2590668,显示
2590668,显示
2800001,昆明
2800001,昆明
2528468,6月
2528468,6月
2799083,1天
2799083,1天
2925515,点点
2925515,点点
2199372,20
2199372,20
2364333,20
2364333,20
2560921,20
2560921,20
2341618,20
2341618,20
2710932,20
2710932,20
2714638,”与
2714638,”与
2408756,20
2408756,20
2728099,[[
2728099,[[
2380854,目前
2380854,目前
2957764,20
2957764,20
2929779,加盟
2929779,加盟
2273668,此外
2273668,此外
2059206,20
2059206,20
2586843,20
2586843,20
2192571,针对
2192571,针对
2375011,记者
2375011,记者
2072874,20
2072874,20
2100646,然而
2100646,然而
2064282,菱形
2064282,菱形
2469863,“我
2469863,“我
2436260,随着
2436260,随着
2240901,据其
2240901,据其
2774022,投融
2774022,投融
2869738,20
2869738,20
2164403,微博
2164403,微博
2178811,有融
2178811,有融
2196506,终于
2196506,终于
2721098,据数
2721098,据数
2772926,据上
2772926,据上
2570635,懒财
2570635,懒财
2542890,极路
2542890,极路
2660294,极路
2660294,极路
2134305,他气
2134305,他气
2251725,【互
2251725,【互
2268854,鉴于
2268854,鉴于
2872679,一位
2872679,一位
2170187,20
2170187,20
2519194,云联
2519194,云联
2702096,今天
2702096,今天
2941346,高返
2941346,高返
2123632,20
2123632,20
2422859,原标
2422859,原标
2875562,由于
2875562,由于
2397067,为了
2397067,为了
2974237,20
2974237,20
2182605,20
2182605,20
2994525,20
2994525,20
2183322,美尔
2183322,美尔
2792423,20
2792423,20
2501391,停止
2501391,停止
2290576,投资
2290576,投资
2295459,20
2295459,20
2370645,财缘
2370645,财缘
2303610,亚洲
2303610,亚洲
2418641,但就
2418641,但就
2854908,20
2854908,20
2252584,20
2252584,20
2787050,以绿
2787050,以绿
2644324,泰合
2644324,泰合
2013954,20
2013954,20
2721880,熊猫
2721880,熊猫
2732083,我在
2732083,我在
2683407,20
2683407,20
2315958,20
2315958,20
2985930,事实
2985930,事实
2481194,据悉
2481194,据悉
2991879,为了
2991879,为了
2025954,在联
2025954,在联
2041322,20
2041322,20
2689258,20
2689258,20
2571018,20
2571018,20
2223320,20
2223320,20
2799482,（贝
2799482,（贝
2386843,其中
2386843,其中
2157661,20
2157661,20
2303927,6月
2303927,6月
2187462,据悉
2187462,据悉
2817532,作为
2817532,作为
2560875,首投
2560875,首投
2075304,谢谢
2075304,谢谢
2430242,20
2430242,20
2902428,..
